time_s,ax_ref_mps2,xi_ff_m,xi_ref_m,xi_actual_m,x_base_m,dx_base_mps,height_m
1.195,1.6978923,-0.104513743778539,-0.0402025180200091,-0.112427186945547,-0.205580496537205,0.0543107286226861,0.603854453234442
1.2,1.728,-0.1063817147382,-0.0405093914760945,-0.113353387416407,-0.205294374119248,0.058693028687595,0.603937859711655
1.205,1.7554683,-0.10808847398819,-0.0408264946315494,-0.114331774241295,-0.204986183658424,0.0631225954127065,0.60402567783431
1.21,1.7802288,-0.109629751997563,-0.0411538788155484,-0.11536161546798,-0.204655688563047,0.0675995041342638,0.604117778060937
1.215,1.8022203,-0.111001708439189,-0.041491567856957,-0.116442028731471,-0.20430265167293,0.0721238821007111,0.604214013008535
1.22,1.8213888,-0.112200932548647,-0.0418395579068026,-0.117571983186527,-0.203926835139109,0.0766958773393162,0.604314217975991
1.225,1.8376875,-0.113224443456117,-0.0421978173285333,-0.118750301399604,-0.203528000176777,0.0813156899953025,0.604418210552397
1.23,1.8510768,-0.114069690848477,-0.0425662866561488,-0.119975661601263,-0.20310590696807,0.0859835360040575,0.604525791271091
1.235,1.8615243,-0.114734555586517,-0.0429448786186404,-0.121246599861613,-0.202660314429509,0.0906996795471772,0.604636743288137
1.24,1.8690048,-0.115217350688193,-0.0433334782310156,-0.122561512664691,-0.202190980157607,0.0954643919018356,0.604750833305068
1.245,1.8735003,-0.115516822199511,-0.0437319429501661,-0.123918659361309,-0.201697660197777,0.100277994061766,0.604867811217966
1.25,1.875,-0.115632150461013,-0.0441401028961644,-0.125316165048012,-0.201180109023831,0.105140805609724,0.604987411212019
1.255,1.8735003,-0.115562951231478,-0.0445577611372012,-0.126752023312651,-0.200638079326908,0.110053191814933,0.605109351506803
1.26,1.8690048,-0.115309277228696,-0.0449846940389526,-0.128224099459355,-0.200071322042409,0.115015506707593,0.605233335737559
1.265,1.8615243,-0.114871619452604,-0.0454206516763869,-0.129730133583004,-0.199479586143966,0.120028150855872,0.605359052702157
1.27,1.8510768,-0.114250908947069,-0.045865358309124,-0.131267744166694,-0.198862618712005,0.125091503180833,0.605486177975297
1.275,1.8376875,-0.113448518292786,-0.0463185129182059,-0.132834431536965,-0.198220164744413,0.13020598692605,0.60561437374539
1.28,1.8213888,-0.112466263537517,-0.0467797898056089,-0.13442758188791,-0.197551967267836,0.135371994315724,0.605743290670854
1.285,1.8022203,-0.11130634230106,-0.0472488394336862,-0.136043373223753,-0.19685893269981,0.140583014515631,0.605872222154748
1.29,1.7802288,-0.109971431056396,-0.0477252893935051,-0.137678338840559,-0.196141907944921,0.145829653137873,0.606000609957125
1.295,1.7554683,-0.108464926728069,-0.048208744604879,-0.13933282259242,-0.195396384913956,0.151134202870255,0.606129390774162
1.3,1.728,-0.106790272540119,-0.0486987884127958,-0.141001488111721,-0.194626126468787,0.156489097693292,0.606257276399637
1.305,1.6978923,-0.104951683728122,-0.0491949830358847,-0.142683375616049,-0.193826751412454,0.161911049026391,0.60638476149098
1.31,1.6652208,-0.102953538274974,-0.0496968707790951,-0.144374136639135,-0.193000834730959,0.167391894077864,0.606510686437196
1.315,1.6300683,-0.100800809908277,-0.0502039750577086,-0.146070756284134,-0.192147024626688,0.172930975623573,0.606634669970698
1.32,1.5925248,-0.0984988789425313,-0.0507158016817924,-0.147769656550689,-0.191266106930357,0.178520734189666,0.606756015621378
1.325,1.5526875,-0.0960536831937522,-0.051231839918045,-0.149467499881271,-0.19035660913087,0.184163834613184,0.606874617159414
1.33,1.5106608,-0.0934715815194734,-0.0517515635612168,-0.151160721412399,-0.189418097760228,0.18986572618408,0.606990142794487
1.335,1.4665563,-0.090759342021475,-0.0522744323966166,-0.152846018436001,-0.188451739182284,0.195618991449532,0.607101919804013
1.34,1.4204928,-0.0879242716112436,-0.0527998934196977,-0.154519483674073,-0.187456085778018,0.201426727976435,0.607209768684714
1.345,1.3725963,-0.0849740831420501,-0.0533273823801793,-0.156178218119155,-0.186432478065971,0.207282975759778,0.607313130323542
1.35,1.323,-0.0819170149093942,-0.0538563250087613,-0.157817576836573,-0.185378805581412,0.213194522348049,0.607411879260134
1.355,1.2718443,-0.07876174329977,-0.0543861383636768,-0.159433928379562,-0.184294764383133,0.219167109398922,0.607505731456865
1.36,1.2192768,-0.0755173821572989,-0.0549162323216115,-0.161023601888946,-0.183180143783802,0.225202677946666,0.607594205813727
1.365,1.1654523,-0.0721935016208281,-0.0554460115541396,-0.162584979644292,-0.182036953571579,0.231286995597588,0.607676737091963
1.37,1.1105328,-0.0688001741445819,-0.0559748770274828,-0.16411226919899,-0.180862800962277,0.23742389286487,0.607753060835619
1.375,1.0546875,-0.0653479394153329,-0.0565022275878603,-0.16560152963157,-0.179657142091665,0.243617693822511,0.607822967148483
1.38,0.998092799999997,-0.0618477826163539,-0.0570274615646744,-0.167048496867978,-0.178419199951866,0.249873882592251,0.607886107851328
1.385,0.9409323,-0.058311155879402,-0.0575499788155042,-0.16845166692645,-0.177150255058259,0.256183552396707,0.607942185826689
1.39,0.883396799999996,-0.0547499640381249,-0.058069182523698,-0.169805820894446,-0.175848888062518,0.262547451774468,0.607990822712973
1.395,0.825684300000002,-0.0511765870857038,-0.0585844811777867,-0.171108432495917,-0.174515488244129,0.268962595348217,0.608031809870616
1.4,0.767999999999995,-0.0476038604383971,-0.059095290536768,-0.172355539604361,-0.173149393695892,0.275427518258567,0.608064936068591
1.405,0.710556300000004,-0.0440450866165708,-0.0596010358041573,-0.173545885255682,-0.171751574077464,0.281935543141453,0.608090167814369
1.41,0.653572800000006,-0.0405139975674574,-0.0601011535013714,-0.174673306214729,-0.170320094468613,0.288491495313457,0.608107185820391
1.415,0.597276299999997,-0.03702480114606,-0.0605950936573255,-0.175736649901934,-0.168855686828813,0.295091665033213,0.608116041508511
1.42,0.541900800000001,-0.0335921408934996,-0.0610823219813437,-0.176733126312034,-0.167358137578473,0.301733809627839,0.608116655604182
1.425,0.487687499999993,-0.0302311059015583,-0.0615623220739258,-0.177660122055955,-0.165827243460928,0.308415883381537,0.608108981456961
1.43,0.434884800000003,-0.026957227846183,-0.0620345976856565,-0.178515216638638,-0.164262812529742,0.315135570985911,0.608093005713361
1.435,0.383748299999997,-0.0237864777922139,-0.0624986750164878,-0.179296199064529,-0.162664664210211,0.321890568551203,0.608068744908108
1.44,0.334540799999999,-0.0207352632849919,-0.0629541050608024,-0.18000108449703,-0.161032630414477,0.328678320223639,0.608036247972657
1.445,0.287532299999999,-0.0178204252750883,-0.0634004659917279,-0.180628131530208,-0.159366555810612,0.335496250060222,0.607995595446555
1.45,0.242999999999995,-0.015059235173456,-0.0638373655863741,-0.181175859689452,-0.157666298448153,0.342341656092574,0.607946901446939
1.455,0.201228300000004,-0.0124693918798558,-0.0642644436870139,-0.1816430671765,-0.155931729700055,0.349211881730733,0.60789031334749
1.46,0.162508799999994,-0.0100690189485887,-0.0646813746977033,-0.18202884857362,-0.154162734155595,0.356104304531634,0.607826012410768
1.465,0.127140299999997,-0.0078766618747844,-0.065087870112823,-0.182332612317803,-0.152359209012527,0.363016452511717,0.607754213193116
1.47,0.0954288000000005,-0.00591128558717244,-0.0654836810760495,-0.182554097783572,-0.150521063236747,0.369946039814621,0.607675163159982
1.475,0.0676875000000052,-0.00419227217526407,-0.0658686009672147,-0.182693391800668,-0.14864821633922,0.376891049306979,0.6075891418554
1.48,0.0442368000000037,-0.00273941890033282,-0.0662424680153972,-0.182750944474547,-0.146740596884444,0.383849781974717,0.607496460238143
1.485,0.0254042999999982,-0.00157293652252397,-0.0666051679359221,-0.182727584237969,-0.14479814060955,0.390820938147948,0.607397459719861
1.49,0.0115248000000001,-0.000713447985686184,-0.0669566365901562,-0.182624531942356,-0.14282078834693,0.397803652110942,0.607292511764317
1.495,0.00294030000000234,-0.000181987490712287,-0.0672968626653759,-0.182443414012096,-0.140808483449854,0.404797598139871,0.607182016762275
1.5,0,-0,-0.0676258903747492,-0.18218627443128,-0.138761169184991,0.411802985671515,0.607066404179534
1.505,0,-0,-0.0679437921540555,-0.181855585604373,-0.136678785469275,0.418820704776172,0.606946131189464
1.51,0,-0,-0.0682506392817537,-0.181454119050224,-0.13456126485566,0.42585235536446,0.606821576801142
1.515,0,-0,-0.0685465019228288,-0.180984709017412,-0.132408540304353,0.432896845211503,0.606692928768213
1.52,0,-0,-0.0688314493009311,-0.18045014319806,-0.13022056899701,0.439947639899525,0.606560258498829
1.525,0,-0,-0.0691055499189774,-0.179853149657782,-0.127997348439293,0.446996015971048,0.606423624951674
1.53,0,-0,-0.0693688717798138,-0.179196404767158,-0.125738920861641,0.454033057199566,0.606283125238733
1.535,0,-0,-0.0696214825706528,-0.178482544980469,-0.123445368613225,0.461051180487414,0.606138898321042
1.54,0,-0,-0.0698634498094934,-0.177714174167586,-0.121116807339198,0.468044241460459,0.605991110934145
1.545,0,-0,-0.0700948409500458,-0.176893863450293,-0.118753377720214,0.475007712603913,0.605839929986902
1.55,0,-0,-0.0703157234653326,-0.176024145544829,-0.116355240487833,0.481937869975181,0.605685505434128
1.555,0,-0,-0.0705261649120093,-0.175107505785005,-0.113922572181347,0.48883172562541,0.605527954093172
1.56,0,-0,-0.0707262329951957,-0.174146373600164,-0.111455564718892,0.495686211859758,0.605367360843041
1.565,0,-0,-0.0709159956276424,-0.173143115396214,-0.108954424434361,0.50249844094484,0.60520377780141
1.57,0,-0,-0.0710955209969589,-0.172100030839014,-0.106419373690695,0.509265132831468,0.605037236867341
1.575,0,-0,-0.0712648776269521,-0.171019351042714,-0.103850650321032,0.515983195456014,0.604867752589078
1.58,0,-0,-0.0714241344447172,-0.16990323948396,-0.101248508956378,0.522649239902031,0.604695334816176
1.585,0,-0,-0.0715733608368205,-0.168753793043603,-0.0986132195140256,0.529260276842303,0.604519987370473
1.59,0,-0,-0.0717126267080879,-0.167573044322878,-0.09594506776572,0.535813156822622,0.604341716830078
1.595,0,-0,-0.0718420025264464,-0.16636296261917,-0.0932443530802326,0.542305265081726,0.604160526514032
1.6,0,-0,-0.0719615593701211,-0.165125455664694,-0.0905113887551228,0.548733846856855,0.60397642307643
1.605,0,-0,-0.0720713689607617,-0.163862369605749,-0.0877464996243864,0.555096697376861,0.603789408479706
1.61,0,-0,-0.0721715037006111,-0.162575490114047,-0.0849500226220326,0.561391410809062,0.603599486903585
1.615,0,-0,-0.0722620366965747,-0.161266541845214,-0.0821223045571292,0.567616099144098,0.603406656620987
1.62,0,-0,-0.0723430417900884,-0.159937189602382,-0.0792637029967415,0.573768607023623,0.603210918185735
1.625,0,-0,-0.0724145935745395,-0.158589037891294,-0.0763745841849161,0.579847275872798,0.603012266510207
1.63,0,-0,-0.0724767674195228,-0.157223632564971,-0.0734553241226628,0.585850141581644,0.602810700032748
1.635,0,-0,-0.0725296394827604,-0.155842460675768,-0.0705063065184076,0.591775737107081,0.602606212564297
1.64,0,-0,-0.0725732867293505,-0.154446952614509,-0.0675279239480367,0.597622273621829,0.602398802895636
1.645,0,-0,-0.0726077869385945,-0.153038482154019,-0.0645205757816872,0.603388467278183,0.602188466091238
1.65,0,-0,-0.0726332187184736,-0.151618368925448,-0.0614846693811353,0.609072703182127,0.601975203278759
1.655,0,-0,-0.0726496615077069,-0.150187878501834,-0.0584206180113142,0.614673875499589,0.601759012382524
1.66,0,-0,-0.0726571955857708,-0.148748225086676,-0.0553288420754647,0.620190538052461,0.601539898087212
1.665,0,-0,-0.0726559020706396,-0.147300571557407,-0.0522097670378312,0.6256217518906,0.601317862148709
1.67,0,-0,-0.0726458629247796,-0.145846032311939,-0.0490638246990061,0.630966228874407,0.60109291357352
1.675,0,-0,-0.0726271609490783,-0.144385673247412,-0.0458914511467551,0.636223182716341,0.600865058627271
1.68,0,-0,-0.0725998797852507,-0.142920514740579,-0.0426930880632866,0.641391471657366,0.600634311222798
1.685,0,-0,-0.0725641039064194,-0.141451531549405,-0.0394691807100583,0.646470448942823,0.600400682689148
1.69,0,-0,-0.0725199186163082,-0.139979655900856,-0.0362201792533243,0.651459109358413,0.600164192319148
1.695,0,-0,-0.0724674100368656,-0.138505777297348,-0.0329465367854326,0.656356934857081,0.599924856934697
1.7,0,-0,-0.0724066651045646,-0.137030745679298,-0.0296487106565321,0.661163048716869,0.599682701539202
1.705,0,-0,-0.0723377715554114,-0.135555371117426,-0.0263271605360452,0.665877052318305,0.599437748717138
1.71,0,-0,-0.0722608179186399,-0.134080427019763,-0.022982349742029,0.670498190136842,0.599190029350794
1.715,0,-0,-0.0721758934994203,-0.132606649697429,-0.0196147433475911,0.675026174372399,0.598939571899942
1.72,0,-0,-0.0720830883702153,-0.131134741591856,-0.0162248095008283,0.679460363835935,0.598686413145742
1.725,0,-0,-0.0719824933514823,-0.129665370708809,-0.0128130175808485,0.683800573381227,0.598430587397717
1.73,0,-0,-0.07187420000095,-0.128199173849161,-0.00937983950337901,0.68804626923508,0.598172137241714
1.735,0,-0,-0.0717583005925428,-0.126736755900446,-0.00592574792321942,0.69219736304039,0.597911102652479
1.74,0,-0,-0.0716348881038906,-0.125278693070306,-0.00245121753449128,0.696253418866221,0.597647531834379
1.745,0,-0,-0.0715040561937837,-0.123825532064082,0.00104327667208765,0.700214435466165,0.597381470356197
1.75,0,-0,-0.0713658991879995,-0.122377793288596,0.00455725814849477,0.704080074398705,0.597112971812956
1.755,0,-0,-0.0712205120555235,-0.12093596990888,0.00809025046782856,0.70785041466605,0.596842087050525
1.76,0,-0,-0.0710679903929322,-0.119500531016245,0.0116417760929028,0.711525208077234,0.596568874731185
1.765,0,-0,-0.070908430399589,-0.118071920576834,0.0152113579924712,0.715104607812186,0.596293390658571
1.77,0,-0,-0.0707419288607784,-0.116650560558702,0.0187985184437196,0.71858845029421,0.596015698213477
1.775,0,-0,-0.070568583122066,-0.1152368497808,0.0224027805858801,0.721976957242959,0.59573585780395
1.78,0,-0,-0.0703884910714108,-0.113831167006781,0.0260236672516316,0.725270042353406,0.595453937223556
1.785,0,-0,-0.0702017511128241,-0.112433869701153,0.0296607024676977,0.728467992325923,0.595170001176486
1.79,0,-0,-0.0700084621475298,-0.111045297057788,0.0333134103308779,0.731570797154263,0.594884121400673
1.795,0,-0,-0.0698087235471521,-0.109665768677891,0.036981316435406,0.734578800712443,0.594596366442999
1.8,0,-0,-0.0696026351341823,-0.10829558756298,0.0406639467783991,0.737492060119875,0.594306811698883
1.805,0,-0,-0.0693902971547233,-0.106935038711721,0.0443608291445058,0.740310976773985,0.594015529219113
1.81,0,-0,-0.069171810258382,-0.105584392059503,0.0480714920428735,0.743035671405116,0.593722597620971
1.815,0,-0,-0.0689472754707014,-0.104243900996437,0.0517954660406402,0.745666598842917,0.593428091999609
1.82,0,-0,-0.0687167941726089,-0.102913805249194,0.0555322827303105,0.748203939251457,0.593132093709325
1.825,0,-0,-0.0684804680729058,-0.101594329398353,0.0592814759761121,0.750648186386403,0.592834680756715
1.83,0,-0,-0.0682383991869764,-0.100285685619395,0.0630425809921824,0.752999593305447,0.592535936746215
1.835,0,-0,-0.067990689809512,-0.0989880721871768,0.0668151354781151,0.755258686370069,0.592235941913831
1.84,0,-0,-0.0677374424929948,-0.0977016761730407,0.0705986787257441,0.757425770729984,0.591934781972941
1.845,0,-0,-0.0674787600204559,-0.09642667191793,0.0743927527244342,0.759501414363493,0.591632539178019
1.85,0,-0,-0.067214745383755,-0.0951632236449181,0.0781969013123517,0.761485974410722,0.591329300882784
1.855,0,-0,-0.0669455017564146,-0.093911483875338,0.0820106712339052,0.763380059459018,0.591025150747991
1.86,0,-0,-0.0666711324721319,-0.0926715960414994,0.0858336112751543,0.765184060715351,0.590720177559534
1.865,0,-0,-0.0663917409976452,-0.0914436928591723,0.0896652733163115,0.766898629542597,0.590414466287492
1.87,0,-0,-0.0661074309112617,-0.0902278988582903,0.0935052115087501,0.768524200785837,0.590108106617335
1.875,0,-0,-0.0658183058760585,-0.0890243287439489,0.0973529832588848,0.770061456243767,0.589801184386516
1.88,0,-0,-0.065524469618504,-0.0878330898591068,0.101208148443347,0.771510871363609,0.589493789869366
1.885,0,-0,-0.0652260259020531,-0.0866542805481895,0.105070270342197,0.77287315603135,0.589186009476916
1.89,0,-0,-0.0649230785059229,-0.0854879925472269,0.1089389148923,0.774148823817822,0.588877933782065
1.895,0,-0,-0.0646157311992955,-0.0843343093992181,0.112813651547515,0.775338603634085,0.588569649720532
1.9,0,-0,-0.0643040877199243,-0.083193308684155,0.116694052637634,0.776443060836633,0.588261247732655
1.905,0,-0,-0.063988251748825,-0.0820650604104496,0.120579694163884,0.77746294872862,0.587952814316767
1.91,0,-0,-0.0636683268895985,-0.0809496292759163,0.124470155101101,0.778398846923209,0.587644439743311
1.915,0,-0,-0.0633444166435135,-0.0798470730810702,0.128365018202085,0.779251536512741,0.587336210468871
1.92,0,-0,-0.0630166243890623,-0.0787574448903637,0.132263869366218,0.780021631561705,0.587028216309876
1.925,0,-0,-0.062685053357581,-0.0776807914469537,0.136166298388475,0.780709934670894,0.586720543192794
1.93,0,-0,-0.0623498066131587,-0.0766171552537929,0.140071898354488,0.781317089025603,0.586413280113802
1.935,0,-0,-0.0620109870288724,-0.0755665730195796,0.143980266342752,0.781843915191248,0.586106512198734
1.94,0,-0,-0.0616686972671035,-0.0745290776683609,0.147891002851204,0.782291082766366,0.585800327410873
1.945,0,-0,-0.0613230397564101,-0.0735046968190408,0.151803712458975,0.782659428811541,0.585494809883028
1.95,0,-0,-0.0609741166722865,-0.0724934547212501,0.15571800328391,0.78294964733739,0.58519004636784
1.955,0,-0,-0.0606220299146936,-0.0714953707698452,0.15963348760577,0.783162590489101,0.584886119836871
1.96,0,-0,-0.0602668810892672,-0.0705104613604767,0.163549781356975,0.783298975878697,0.584583115640545
1.965,0,-0,-0.0599087714855366,-0.0695387384436385,0.167466504705233,0.783359668849102,0.58428111540227
1.97,0,-0,-0.059547802058598,-0.0685802112990081,0.171383281576964,0.783345409288797,0.583980202883643
1.975,0,-0,-0.0591840734080225,-0.0676348851279107,0.175299740203266,0.783257075074395,0.583680458148999
1.98,0,-0,-0.0588176857600639,-0.0667027627582113,0.179215512666089,0.783095424729381,0.58338196321903
1.985,0,-0,-0.0584487389472665,-0.065783843280707,0.183130235411889,0.782861347459962,0.583084796484387
1.99,0,-0,-0.0580773323911951,-0.0648781236779202,0.187043548827135,0.782555620199616,0.582789038081877
1.995,0,-0,-0.0577035650827546,-0.0639855975047861,0.190955097718199,0.782179142180881,0.582494764575348
2,0,-0,-0.0573275355654692,-0.0631062564448266,0.194864530911627,0.781732706829084,0.582202054087875
